,aspect,document,sentiment
710,SERVICE#GENERAL,"When asked about how a certain dish was prepared in comparison to a similar at other thai restaurants, he replied this is not Mcdonald's, every place makes things differently",negative
711,SERVICE#GENERAL,"While it is understandable that every place is indeed different, there was not a need to be uncourteous to customers and downright rude.",negative
712,,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",
713,RESTAURANT#GENERAL,Never again!,negative
714,RESTAURANT#GENERAL,I absolutely Loved this place.,positive
715,,"My friends spoke so much about it for months, I finally made the time to come down ear and dine in.",
716,AMBIENCE#GENERAL,"Excellent atmosphere, delicious dishes good and friendly service.",positive
717,RESTAURANT#GENERAL,this is can became on e of the NY Italian Food fare institutions.,positive
718,RESTAURANT#GENERAL,I think that it is absolutely brilliant and well runned business operation.,positive
719,DRINKS#STYLE_OPTIONS,The wine list is also really nice.,positive
720,,A friend from Seattle and I went on a Thursday night around 8:30.,
721,RESTAURANT#GENERAL,"Everything was wonderful; food, drinks, staff, mileau.",positive
722,RESTAURANT#GENERAL,I would highly recommend this place!,positive
723,RESTAURANT#GENERAL,I have been to Casimir over 5 times and I have always had a great time there.,positive
724,FOOD#QUALITY,The food is great and reasonably priced.,positive
725,SERVICE#GENERAL,"I have tried to make reservations, but both times, the hostess didn't have my name.",negative
726,AMBIENCE#GENERAL,"If the weather is nice, try to snag an outside table.",positive
727,SERVICE#GENERAL,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",positive
728,RESTAURANT#GENERAL,My boyfriend and I went there to celebrate my birthday the other night and all I can say is that it was magnificent.,positive
729,FOOD#QUALITY,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",positive
730,SERVICE#GENERAL,"Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.",positive
731,FOOD#QUALITY,I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.,positive
732,RESTAURANT#GENERAL,Nice Family owned traditional restaurant.,positive
733,FOOD#QUALITY,Fresh ingredients and everything is made to order.,positive
734,RESTAURANT#GENERAL,I was pleasantly surprised to find this gem in Hoboken.,positive
735,SERVICE#GENERAL,Friendly staff that actually lets you enjoy your meal and the company you're with.,positive
736,,My friends and I were on vacation in NY and was referred to Chance by a friend.,
737,FOOD#QUALITY,"I found the food to be outstanding, particulary the salmon dish I had.",positive
738,DRINKS#QUALITY,"I also ordered the Change Mojito, which was out of this world.",positive
739,FOOD#QUALITY,"My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.",neutral
740,AMBIENCE#GENERAL,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",positive
741,RESTAURANT#GENERAL,"Overall, excellent restaurant!",positive
742,,i went to utsav about a yr ago with my family.,
743,FOOD#QUALITY,The food was good.,positive
744,AMBIENCE#GENERAL,The place was nice and calm.,positive
745,SERVICE#GENERAL,but the service was a bit slow.,negative
746,,I work around the corner and tried it with a colleague for the first time.,
747,FOOD#STYLE_OPTIONS,The buffet had a nice selection.,positive
748,FOOD#QUALITY,The food was average or above including some surprising tasty dishes.,positive
749,SERVICE#GENERAL,Service was also very good.,positive
750,RESTAURANT#GENERAL,I would go back.,positive
751,FOOD#QUALITY,I got an excellent piece of cheesecake and we had several other nice pastries.,positive
752,FOOD#QUALITY,"I would recommend Roxy's for that, but not for their food.",negative
753,FOOD#STYLE_OPTIONS,My son and his girlfriend both wanted cheeseburgers and they were huge!,neutral
754,FOOD#STYLE_OPTIONS,"But, they were too big for the bun.",negative
755,FOOD#STYLE_OPTIONS,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",negative
756,FOOD#PRICES,Also they were $15 each!,negative
757,FOOD#STYLE_OPTIONS,I had a huge pastrami sandwich on a roll.,neutral
758,FOOD#PRICES,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,neutral
759,FOOD#QUALITY,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",negative
760,FOOD#QUALITY,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",negative
761,FOOD#QUALITY,And the Tom Kha soup was pathetic.,negative
762,FOOD#QUALITY,If you want good authentic Thai this place is not the place to go.,negative
763,FOOD#QUALITY,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",positive
764,FOOD#QUALITY,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",positive
765,LOCATION#GENERAL,"Conveniently located too, being right on Bedford ave.",positive
766,AMBIENCE#GENERAL,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",positive
767,RESTAURANT#GENERAL,I will definetly be going back.,positive
768,FOOD#QUALITY,We had the lobster sandwich and it was FANTASTIC.,positive
769,FOOD#STYLE_OPTIONS,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",negative
770,FOOD#QUALITY,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,positive
771,,I recommend getting a reservation even though we saw people seated without one.,
772,DRINKS#QUALITY,We waited at the bar and had martinis that were just right.,positive
773,RESTAURANT#GENERAL,We will be back.,positive
774,FOOD#QUALITY,love the food.,positive
775,FOOD#QUALITY,it's the only place you can get yummy authentic japanese comfort food.,positive
776,,it helps if you know what to order.,
777,RESTAURANT#PRICES,and you can't beat the prices.,positive
778,RESTAURANT#GENERAL,highly recommended.,positive
779,RESTAURANT#GENERAL,I've lived in NY for 5 years and this place has it all.,positive
780,FOOD#QUALITY,"Great food, good size menu, great service and an unpretensious setting.",positive
781,FOOD#QUALITY,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",positive
782,RESTAURANT#GENERAL,I'm glad I was introduced to this place and this is a rare gem in NY.,positive
783,,"We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.",
784,FOOD#QUALITY,"The freshest, best variety, and the fastest delivery.",positive
785,RESTAURANT#PRICES,Also very inexpensive.,positive
786,RESTAURANT#GENERAL,A great choice at any cost and a great deal.,positive
787,SERVICE#GENERAL,The service was excellent and the food was delicious.,positive
788,FOOD#QUALITY,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",positive
789,,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",
790,RESTAURANT#MISCELLANEOUS,Definitely a great spot for a nice occasion or date.,positive
791,FOOD#QUALITY,"Average to good Thai food, but terrible delivery.",positive
792,SERVICE#GENERAL,I've waited over one hour for food.,negative
793,SERVICE#GENERAL,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,negative
794,RESTAURANT#MISCELLANEOUS,A Thai restaurant out of rice during dinner?,negative
795,FOOD#QUALITY,"The food arrived 20 minutes after I called, cold and soggy.",negative
796,,i actually feel like i should keep it a secret.,
797,RESTAURANT#PRICES,This is a wonderful place on all stand points especially value ofr money.,positive
798,SERVICE#GENERAL,An excellent service,positive
799,,Went to Cafe Spice with 4 of my friends on a saturday night.,
800,SERVICE#GENERAL,We were greeted promptly by the waiter who was very nice and cordial.,positive
801,SERVICE#GENERAL,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,positive
802,,We were fast to order the appetizer platter since we were very hungry.,
803,FOOD#STYLE_OPTIONS,The food looked very appetizing and delicious since it came on a variety of fancy plates.,positive
804,FOOD#QUALITY,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,positive
805,RESTAURANT#GENERAL,I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,positive
806,,"I went here with a friend on a whim, we went someplace else first and couldn't get a table.",
807,SERVICE#GENERAL,"Service here was great, food was fantastic.",positive
808,FOOD#QUALITY,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",positive
809,RESTAURANT#GENERAL,Will absolutely visit again.,positive
810,,Maybe tomorrow ;-),
811,RESTAURANT#GENERAL,You cannot go wrong with this place.,positive
812,FOOD#QUALITY,"The food is outstanding and the service is quick, friendly and very professional.",positive
813,RESTAURANT#MISCELLANEOUS,"Always a nice crowd, but never loud.",positive
814,RESTAURANT#GENERAL,Go here.,positive
815,RESTAURANT#MISCELLANEOUS,Good for dates or with friends.,positive
816,RESTAURANT#MISCELLANEOUS,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,positive
817,RESTAURANT#GENERAL,"However, it is jus too good to not praise it.",positive
818,FOOD#QUALITY,"By far, the best pizza in Manhattan.",positive
819,FOOD#QUALITY,"The crust is thin, the ingredients are fresh and the staff is friendly.",positive
820,,"For all you lazy folks that don't want to come to Alphabet City, I say, good - stay out.",
821,,less wait time for me!,
822,,We arrived on time for our reservation and seated promptly.,
823,FOOD#STYLE_OPTIONS,The menu has so many fish items and oysters.,positive
824,,We all ordered different entrees so we could share.,
825,FOOD#QUALITY,"The fish was really,really fresh.",positive
826,,I lived in Maine for ten years and grew up on fish.,
827,RESTAURANT#GENERAL,We all agreed that mare is one of the best seafood restaurants in New York.,positive
828,RESTAURANT#GENERAL,I stumbled upon this great pizzeria as I explored my new neighborhood.,positive
829,FOOD#QUALITY,All of the pizzas are terrific and the price is even better!,positive
830,FOOD#QUALITY,I highly recommend the Sophia pizza.,positive
831,FOOD#QUALITY,It's to die for!,positive
832,FOOD#QUALITY,The food was mediocre at best but it was the horrible service that made me vow never to go back.,negative
833,SERVICE#GENERAL,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",negative
834,,There are other people waiting!,
835,,We weren't even at our table for more than an hour total.,
836,,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",
837,,Our friends have not arrived yet.,
838,SERVICE#GENERAL,So rushing us out was absolutely unnecessary!,negative
839,FOOD#QUALITY,"For the people who want great food plus great service, Roxy is a place to AVOID!",negative
840,,I've been here twice now.,
841,FOOD#QUALITY,"The first time the sushi was outstanding, the second time it was a little bland.",positive
842,RESTAURANT#GENERAL,I'm sure I'll return for a final judgement tho.,neutral
843,AMBIENCE#GENERAL,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",positive
844,RESTAURANT#GENERAL,Mizu is the Japenese find in Grammercy.,positive
845,FOOD#QUALITY,"While their kitchen food is delicious, their Sushi is out of this world.",positive
846,FOOD#STYLE_OPTIONS,Mizu is home to creative and unique rolls not to found anywhere else.,positive
847,FOOD#QUALITY,"Not only is the cuisine the best around, the service has always been attentive and charming.",positive
848,RESTAURANT#GENERAL,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,positive
849,SERVICE#GENERAL,"Thalia is a beautiful restaurant with beautiful people serving you, but the food doesn't quite match up.",positive
850,FOOD#QUALITY,I ordered the smoked salmon and roe appetizer and it was off flavor.,negative
851,FOOD#QUALITY,"The entree was bland and small, dessert was not inspired.",negative
852,FOOD#PRICES,I expected quite a bit more from such an expensive menu.,negative
853,LOCATION#GENERAL,"The view is spectacular, and the food is great.",positive
854,DRINKS#QUALITY,Wonderful strawberry daiquiries as well!,positive
855,RESTAURANT#GENERAL,Definitely worth the trip to Battery Park City!,positive
856,RESTAURANT#GENERAL,One of my favorite places in Manhattan.,positive
857,FOOD#QUALITY,Authentic Taiwanese food that's cheap... what more could you ask for?,positive
858,RESTAURANT#GENERAL,(Besides that there should be more restaurants like it around the city).,positive
859,FOOD#QUALITY,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,positive
860,FOOD#QUALITY,delicious simple food in nice outdoor atmosphere.,positive
861,SERVICE#GENERAL,"Kind, attentive wait staff.",positive
862,FOOD#QUALITY,I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,positive
863,FOOD#QUALITY,My friend devoured her chicken and mashed potatos.,positive
864,FOOD#QUALITY,Delicious crab cakes too.,positive
865,AMBIENCE#GENERAL,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",positive
866,RESTAURANT#GENERAL,Great neighborhood joint.,positive
867,FOOD#STYLE_OPTIONS,This is a nice pizza place with good selection of thin crust pizza including the Basil slice.,positive
868,FOOD#QUALITY,"Their calzones are horrific, bad, vomit-inducing, YUCK.",negative
869,FOOD#QUALITY,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,negative
870,SERVICE#GENERAL,The counter service is bad.,negative
871,SERVICE#GENERAL,They charge different prices all the time.,negative
872,SERVICE#GENERAL,"They're rude at times, and not very friendly.",negative
873,RESTAURANT#GENERAL,NO PIZZA 33 for me!,negative
874,FOOD#QUALITY,"Anybody who likes this place must be from a different planet, where greasy, dry and tasteless are complimentary.",negative
875,FOOD#STYLE_OPTIONS,"The dosas are skimpy, unattractive and drip with grease, and personally I'd drink popcorn topping before I'd eat another one of these.",negative
876,FOOD#QUALITY,"The sandwiches are dry, tasteless and way overpriced.",negative
877,RESTAURANT#GENERAL,"Calling the place Hampton Chutney Co. does warn you that these folks offer more style than substance, but in this unattractive room with unhelpful clerks there was a dearth of the former too.",negative
878,RESTAURANT#GENERAL,"Seriously, this place kicks ass.",positive
879,AMBIENCE#GENERAL,"The atmosphere is unheralded, the service impecible, and the food magnificant.",positive
880,FOOD#QUALITY,"Best Italian food I ever had (and being Italian, that means alot).",positive
881,RESTAURANT#GENERAL,"It is nearly impossible to get a table, so if you ever have the chance to go here for dinner, DO NOT pass it up.",positive
882,AMBIENCE#GENERAL,"This is such a lovely, peaceful place to eat outside.",positive
883,LOCATION#GENERAL,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,positive
884,LOCATION#GENERAL,"It is set far from the small street it's on, and there is no traffic noise.",positive
885,FOOD#QUALITY,"The food is good, especially their more basic dishes, and the drinks are delicious.",positive
886,LOCATION#GENERAL,"This is a great place to take out-of-towners, and perfect for watching the sunset.",positive
887,FOOD#QUALITY,Great sushi experience.,positive
888,RESTAURANT#PRICES,Nice value.,positive
889,FOOD#QUALITY,Unique apppetizers.,positive
890,FOOD#QUALITY,Try sushimi cucumber roll.,positive
891,FOOD#QUALITY,"Good spreads, great beverage selections and bagels really tasty.",positive
892,SERVICE#GENERAL,THE BIG COMPLAINT: NO TOASTING AVAILABLE.,negative
893,,I complete the total bagel experience by having it lightly toasted.,
894,SERVICE#GENERAL,Murray won't do it.,negative
895,,Won't or Can't is not in the service directory.,
896,SERVICE#GENERAL,But who says Murray's is anything about service.,negative
897,RESTAURANT#GENERAL,"So close, but not good enough.",neutral
898,RESTAURANT#MISCELLANEOUS,Don't be fooled by crowds of people.,negative
899,SERVICE#GENERAL,The service is awful.,negative
900,RESTAURANT#GENERAL,This place is not worth the prices.,negative
901,SERVICE#GENERAL,"Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it.",negative
902,RESTAURANT#GENERAL,Love Pizza 33..,positive
903,FOOD#QUALITY,I will be out with friends and all of a sudden I am hungry and I only crave one thing... their Pizza.,positive
904,,I live in the neightborhood and am a regular.,
905,RESTAURANT#GENERAL,It hits the spot every time,positive
906,RESTAURANT#GENERAL,This tiny Williamsburg spot is always pleasantly surprising.,positive
907,FOOD#QUALITY,The pizza is delicious and the proprietor is one of the nicest in NYC.,positive
908,,Even the pasta is delicious here (a rarity in New York pizza restaurants).,
909,RESTAURANT#GENERAL,I've been many time and have never been disappointed.,positive
910,,"Compared to Ess-a, Tal offers a less doughy bagel!",
911,FOOD#STYLE_OPTIONS,They even scoop it out nice (for those on a diet) not too much not to little.,positive
912,FOOD#QUALITY,The cream cheeses are out of this world and I love that coffee!!,positive
913,SERVICE#GENERAL,A little crowded but they move that line really fast!,positive
914,RESTAURANT#PRICES,A little pricey but it really hits the spot on a Sunday morning!,negative
915,FOOD#QUALITY,"Bagels are ok, but be sure not to make any special requests!",neutral
916,SERVICE#GENERAL,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!,negative
917,FOOD#QUALITY,Be sure not to get anything other than bagels!..,negative
918,FOOD#QUALITY,the turkey burgers are scary!,negative
919,RESTAURANT#MISCELLANEOUS,The worst excuse for Japanese food I've ever encountered.,negative
920,FOOD#QUALITY,The soup for the udon was soy sauce and water.,negative
921,FOOD#QUALITY,The sushi was awful!,negative
922,FOOD#QUALITY,The rice was poor quality and was cooked so badly it was hard.,negative
923,FOOD#QUALITY,"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",negative
924,FOOD#STYLE_OPTIONS,"The fish was adequate, but inexpertly sliced.",negative
925,FOOD#QUALITY,It is obvious that no one in the restaurant has any idea about or experience with Japanese cuisine.,negative
926,SERVICE#GENERAL,"Good, fast service.",positive
927,RESTAURANT#GENERAL,I would highly recommend.,positive
928,FOOD#QUALITY,Food is great and inexpensive.,positive
929,LOCATION#GENERAL,The location is perfect.,positive
930,RESTAURANT#GENERAL,Give it a try and enjoy.,positive
931,,I thought going to Jimmys would give me a real Domincan exprience.,
932,,Jimmy is Dominican!,
933,AMBIENCE#GENERAL,"Well, this place is so Ghetto its not even funny.",negative
934,DRINKS#PRICES,If you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you'll love it here.,negative
935,RESTAURANT#GENERAL,Would NEVER go back there.,negative
936,,Too bad Latin Quarters closed.,
937,,"That place was awesome,,,  sally !",
938,FOOD#QUALITY,Awsome Pizza especially the Margheritta slice.,positive
939,SERVICE#GENERAL,Always busy but fast moving.,positive
940,AMBIENCE#GENERAL,Great atmoshere and worth every bit.,positive
941,RESTAURANT#MISCELLANEOUS,Open late (well as late as I ever got there and I'm a night person),positive
942,SERVICE#GENERAL,Winnie and her staff are the best crew you can find serving you.,positive
943,FOOD#QUALITY,The food is reliable and the price is moderate.,positive
944,RESTAURANT#GENERAL,What more can you ask for?,positive
945,FOOD#QUALITY,"For authentic Thai food, look no further than Toons.",positive
946,,"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).",
947,FOOD#QUALITY,"Try the Pad Thai, or sample anything on the appetizer menu...they're all delicious.",positive
948,RESTAURANT#GENERAL,Everything about this restaurant was special.,positive
949,SERVICE#GENERAL,"The service was attentive, yet discreet.",positive
950,FOOD#QUALITY,The flavors robust and subtle.,positive
951,FOOD#QUALITY,The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,positive
952,RESTAURANT#GENERAL,I'm saving up for my next visit.,positive
953,,I went there in late afternoon for some bite size food and refleshment with my date.,
954,AMBIENCE#GENERAL,The place was quiet and delightful.,positive
955,SERVICE#GENERAL,Service was good and food is wonderful.,positive
956,FOOD#QUALITY,I did not try the caviar but I tried their salmon and crab salad (they are all good),positive
957,RESTAURANT#GENERAL,It is definitely a good spot for snacks and chat.,positive
958,RESTAURANT#GENERAL,"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",positive
959,SERVICE#GENERAL,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",positive
960,FOOD#QUALITY,"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.",positive
961,AMBIENCE#GENERAL,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",positive
962,DRINKS#QUALITY,"You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.",positive
963,AMBIENCE#GENERAL,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",positive
964,RESTAURANT#GENERAL,You can't go wrong with this place.,positive
965,RESTAURANT#GENERAL,Suan is a great place that I often take my friends (classmates) too.,positive
966,LOCATION#GENERAL,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",positive
967,FOOD#QUALITY,I LOVE their Thai,positive
968,FOOD#QUALITY,noodles with shrimp and chicken and coconut juice is the MUST!,positive
969,,"I was in love with Pongsri on 48th, but compared to Suan it is slow in service and overpriced.",
970,RESTAURANT#GENERAL,I will go back to Suan soon!,positive
971,AMBIENCE#GENERAL,In summer-eat outside on a terrace (another great feature of Suan)!!!,positive
972,SERVICE#GENERAL,I cannot imagine a friendlier staff working in a restaurant.,positive
973,FOOD#QUALITY,I cannot imagine better Indian food in all of the city.,positive
974,RESTAURANT#GENERAL,I cannot imagine you not rushing out to eat there.,positive
975,,This restaurant used to be our regular Thursday night dinner location.,
976,FOOD#QUALITY,"During the course of the past 3 months, the chef and staff changed and it was not for the better.",negative
977,RESTAURANT#GENERAL,I wish they would change back to what it was before.,negative
978,FOOD#QUALITY,The food now is inconsistent.,negative
979,RESTAURANT#MISCELLANEOUS,This is the kind of place you'd like to take all your friends to and still keep a secret.,positive
980,AMBIENCE#GENERAL,The setting is casual and romantic.,positive
981,RESTAURANT#PRICES,Prices are very good.,positive
982,FOOD#QUALITY,The food is excellent!,positive
983,FOOD#QUALITY,"if you're daring, try the balsamic vinegar over icecream, it's wonderful!",positive
984,FOOD#QUALITY,"Do not get the Go Go Hamburgers, no matter what the reviews say.",negative
985,FOOD#QUALITY,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,negative
986,FOOD#PRICES,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",negative
987,FOOD#QUALITY,Steamed fresh so brought hot hot hot to your table.,positive
988,SERVICE#GENERAL,"The wait here is long for dim sum, but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig, this is a sleek (for Chinatown) alternative.",negative
989,FOOD#QUALITY,"A few tips: skip the turnip cake, roast pork buns and egg custards.",negative
990,FOOD#PRICES,These are overpriced and you can get better just around the corner:,negative
991,,(1) turnip cakes at the little kiosk on east side of Mott St. just south of bayard,
992,,(2) egg custards and pork buns at either bakery on west side of Mott street just south of Canal.,
993,,After passing by this restaurant for sometime I finally decided to go in and have dinner.,
994,RESTAURANT#GENERAL,I was pleasantly suprised.,positive
995,FOOD#QUALITY,The food was exceptional.,positive
996,,"The menu consisted of standard brassiere food, better then places like Balthazar etc.",
997,FOOD#QUALITY,"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",positive
998,SERVICE#GENERAL,The service was friendly and the atmosphere was casual.,positive
999,FOOD#QUALITY,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,positive
1000,AMBIENCE#GENERAL,this little place has a cute interior decor and affordable city prices.,positive
1001,FOOD#QUALITY,"the pad se ew chicken was delicious, however the pad thai was far too oily.",positive
1002,,i would just ask for no oil next time.,
1003,RESTAURANT#GENERAL,"Have eaten at Ginger House several times, and it's always good.",positive
1004,FOOD#QUALITY,The fried dumplings are GREAT!,positive
1005,RESTAURANT#GENERAL,Finally a reliable Chinese restaurant!,positive
1006,SERVICE#GENERAL,This place would be so much better served by being run by a group that actually understands customer service.,negative
1007,,"The only thing you can do here is walk in and eat .. but planning an event, especially a small, intimate one, forget about it.",
1008,SERVICE#GENERAL,"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!",negative
1009,SERVICE#GENERAL,"Nobody at this restaurant will give firm answers about anything and in the end, not one person takes responsibility for anything.",negative
1010,SERVICE#GENERAL,"Terrible, terrible management - deserves to be shut-down.",negative
1011,RESTAURANT#GENERAL,Never fails to please.,positive
1012,FOOD#QUALITY,"delicious bagels, especially when right out of the oven.",positive
1013,FOOD#QUALITY,Spreads and toppings are great - though a bit pricey.,positive
1014,SERVICE#GENERAL,Service is fast and friendly.,positive
1015,SERVICE#GENERAL,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",negative
1016,RESTAURANT#MISCELLANEOUS,But that is highly forgivable.,positive
1017,,"Been there, done that, and New York, it's not that big a deal.",
1018,FOOD#QUALITY,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",negative
1019,RESTAURANT#MISCELLANEOUS,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",negative
1020,RESTAURANT#GENERAL,"Rao is a good restaurant, but it's nothing special.",neutral
1021,,I've eaten at many different Indian restaurants.,
1022,FOOD#QUALITY,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",positive
1023,FOOD#QUALITY,You must try the shrimp appetizers.,positive
1024,FOOD#QUALITY,Even my Indian friend couldn't believe how good and tasty everything was.,positive
1025,AMBIENCE#GENERAL,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,positive
1026,FOOD#QUALITY,"Great food, great prices, great service.",positive
1027,FOOD#QUALITY,"If you are looking for a good quality, cheap eats - this is the place.",positive
1028,FOOD#QUALITY,it's a perfect place to have a amanzing indian food.,positive
1029,FOOD#STYLE_OPTIONS,I really loved the different and inovated touch that's the cheff gives to the food.,positive
1030,AMBIENCE#GENERAL,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",positive
1031,,"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.",
1032,FOOD#QUALITY,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",negative
1033,,"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.",
1034,,Also a little more expensive than your average bagel place.,
1035,FOOD#QUALITY,Great bagels made the old-fashioned way.,positive
1036,,The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,
1037,SERVICE#GENERAL,Drawbacks: service is slow and they don't toast!,negative
1038,FOOD#QUALITY,The food was absolutely amazing!!,positive
1039,FOOD#QUALITY,The baked clams octopus we shared as appetizers were the best we've ever had!!,positive
1040,FOOD#QUALITY,"The lamb was tender so full of flavor, the dessert was divine!!",positive
1041,SERVICE#GENERAL,The waiter was attentive.,positive
1042,AMBIENCE#GENERAL,The place itself is beautiful the bar scene seems to be happening.,positive
1043,FOOD#QUALITY,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",neutral
1044,FOOD#QUALITY,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",negative
1045,FOOD#QUALITY,Dessert is a joke...dont bother,negative
1046,SERVICE#GENERAL,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",positive
1047,AMBIENCE#GENERAL,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",positive
1048,FOOD#QUALITY,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",positive
1049,DRINKS#STYLE_OPTIONS,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,positive
1050,RESTAURANT#PRICES,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",neutral
1051,RESTAURANT#GENERAL,Fantastic place.,positive
1052,AMBIENCE#GENERAL,Cute and decorative.,positive
1053,RESTAURANT#GENERAL,A pleasant surprise.,positive
1054,AMBIENCE#GENERAL,Go there to relax and feel like your somewhere else.,positive
1055,RESTAURANT#GENERAL,Lucky Strike is a great casual place to just grab a bite to eat.,positive
1056,,"Yeah the crowd can take it a bit seriously, but it shouldn't.",
1057,FOOD#QUALITY,"Great food, great decor, great service.",positive
1058,RESTAURANT#GENERAL,I recommend it!,positive
1059,,Just ignore the trendy wannabes.,
1060,RESTAURANT#MISCELLANEOUS,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",positive
1061,DRINKS#QUALITY,(Always ask the bartender for the SEASONAL beer!!!,positive
1062,DRINKS#QUALITY,Guaranteed to be a tasty experience!),positive
1063,RESTAURANT#MISCELLANEOUS,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,positive
